 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
 1.89474 1.89474 1.89474 1.89474 1.89474 1.89474 1.89474 1.89474 1.89474 1.89474 1.89474 1.89474 1.89474 1.89474 1.89474 1.89474 1.89474 1.89474 1.89474 1.89474
 1.78947 1.78947 1.78947 1.78947 1.78947 1.78947 1.78947 1.78947 1.78947 1.78947 1.78947 1.78947 1.78947 1.78947 1.78947 1.78947 1.78947 1.78947 1.78947 1.78947
 1.68421 1.68421 1.68421 1.68421 1.68421 1.68421 1.68421 1.68421 1.68421 1.68421 1.68421 1.68421 1.68421 1.68421 1.68421 1.68421 1.68421 1.68421 1.68421 1.68421
 1.57895 1.57895 1.57895 1.57895 1.57895 1.57895 1.57895 1.57895 1.57895 1.57895 1.57895 1.57895 1.57895 1.57895 1.57895 1.57895 1.57895 1.57895 1.57895 1.57895
 1.47368 1.47368 1.47368 1.47368 1.47368 1.47368 1.47368 1.47368 1.47368 1.47368 1.47368 1.47368 1.47368 1.47368 1.47368 1.47368 1.47368 1.47368 1.47368 1.47368
 1.36842 1.36842 1.36842 1.36842 1.36842 1.36842 1.36842 1.36842 1.36842 1.36842 1.36842 1.36842 1.36842 1.36842 1.36842 1.36842 1.36842 1.36842 1.36842 1.36842
 1.26316 1.26316 1.26316 1.26316 1.26316 1.26316 1.26316 1.26316 1.26316 1.26316 1.26316 1.26316 1.26316 1.26316 1.26316 1.26316 1.26316 1.26316 1.26316 1.26316
 1.1579 1.1579 1.1579 1.1579 1.1579 1.1579 1.1579 1.1579 1.1579 1.1579 1.1579 1.1579 1.1579 1.1579 1.1579 1.1579 1.1579 1.1579 1.1579 1.1579
 1.05263 1.05263 1.05263 1.05263 1.05263 1.05263 1.05263 1.05263 1.05263 1.05263 1.05263 1.05263 1.05263 1.05263 1.05263 1.05263 1.05263 1.05263 1.05263 1.05263
 0.947369 0.947369 0.947369 0.947369 0.947369 0.947369 0.947369 0.947369 0.947369 0.947369 0.947369 0.947369 0.947369 0.947369 0.947369 0.947369 0.947369 0.947369 0.947369 0.947369
 0.842106 0.842106 0.842106 0.842106 0.842106 0.842106 0.842106 0.842106 0.842106 0.842106 0.842106 0.842106 0.842106 0.842106 0.842106 0.842106 0.842106 0.842106 0.842106 0.842106
 0.736842 0.736842 0.736842 0.736842 0.736842 0.736842 0.736842 0.736842 0.736842 0.736842 0.736842 0.736842 0.736842 0.736842 0.736842 0.736842 0.736842 0.736842 0.736842 0.736842
 0.631579 0.631579 0.631579 0.631579 0.631579 0.631579 0.631579 0.631579 0.631579 0.631579 0.631579 0.631579 0.631579 0.631579 0.631579 0.631579 0.631579 0.631579 0.631579 0.631579
 0.526316 0.526316 0.526316 0.526316 0.526316 0.526316 0.526316 0.526316 0.526316 0.526316 0.526316 0.526316 0.526316 0.526316 0.526316 0.526316 0.526316 0.526316 0.526316 0.526316
 0.421053 0.421053 0.421053 0.421053 0.421053 0.421053 0.421053 0.421053 0.421053 0.421053 0.421053 0.421053 0.421053 0.421053 0.421053 0.421053 0.421053 0.421053 0.421053 0.421053
 0.31579 0.31579 0.31579 0.31579 0.31579 0.31579 0.31579 0.31579 0.31579 0.31579 0.31579 0.31579 0.31579 0.31579 0.31579 0.31579 0.31579 0.31579 0.31579 0.31579
 0.210526 0.210526 0.210526 0.210526 0.210526 0.210526 0.210526 0.210526 0.210526 0.210526 0.210526 0.210526 0.210526 0.210526 0.210526 0.210526 0.210526 0.210526 0.210526 0.210526
 0.105263 0.105263 0.105263 0.105263 0.105263 0.105263 0.105263 0.105263 0.105263 0.105263 0.105263 0.105263 0.105263 0.105263 0.105263 0.105263 0.105263 0.105263 0.105263 0.105263
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
